Age,Gender,Weight (kg),Carb Intake (g/day),Sugar Intake (g/day),Volume of Weights Lifted (kg/week)
49,Male,79.1,242.8,68.6,95.49533152602385
52,Female,68.8,171.2,69.0,33.39143406444625
48,Male,91.8,176.6,80.3,164.74076495425945
62,Male,82.0,278.6,56.9,149.21372095037012
25,Female,85.6,163.0,56.8,223.0411521134289
37,Female,68.5,209.8,85.3,261.0325487832296
59,Male,84.9,154.6,73.9,39.16437419104912
51,Male,84.6,167.2,60.4,321.4086565762648
21,Male,81.2,174.7,22.1,299.3624084340129
35,Male,71.6,272.4,16.3,122.56307812699394
21,Female,77.0,225.7,62.3,227.98757698912777
37,Female,52.8,242.1,63.1,74.79851301620675
26,Male,96.1,109.7,35.5,270.8167822114732
33,Female,67.8,201.7,57.1,314.87648255201844
43,Male,71.0,180.9,31.7,226.28715104491164
55,Male,59.2,224.6,61.4,140.29882170220958
42,Male,83.1,320.3,62.0,27.217688578318796
21,Female,81.4,80.5,61.8,138.9625078429349
58,Male,71.5,220.0,56.7,370.4932935410696
62,Female,47.0,310.2,44.1,76.30306497224367
58,Female,66.5,174.5,45.8,220.89853683341315
55,Male,80.5,207.5,73.2,171.3948960286387
36,Female,78.0,233.8,58.3,110.63386335518176
31,Male,74.4,92.2,59.8,286.8060263059961
38,Male,69.9,213.3,51.7,0.0
32,Female,56.1,160.3,63.0,122.6502416372882
20,Male,86.6,302.4,69.2,318.496681224103
54,Female,57.7,189.6,37.4,110.3340754885281
63,Female,72.5,164.5,61.9,142.85826618858442
33,Female,62.6,242.3,45.5,127.44897674042328
31,Male,86.9,224.4,56.3,442.86047250136926
26,Female,82.0,244.8,66.7,194.8209671836461
64,Male,70.7,295.5,21.0,33.3362612818939
24,Male,83.3,170.7,28.3,85.82247461103813
31,Female,57.1,286.0,36.8,147.28633198854493
23,Female,74.0,293.9,35.4,247.02066231171
38,Male,62.3,161.6,46.8,259.800621017909
32,Female,87.3,166.4,83.8,206.06744346136907
25,Female,79.5,202.4,73.6,30.116161809571572
51,Female,82.8,190.0,38.4,198.55386395150558
57,Male,68.4,285.5,67.4,100.13104791081038
18,Female,83.9,156.8,49.1,124.76008595139045
49,Male,61.6,212.2,56.9,282.5464173610231
22,Male,63.3,161.7,30.4,118.36191433139541
47,Female,72.9,205.4,23.6,5.799583505123147
39,Female,63.8,307.1,64.6,114.73708972442772
37,Male,83.5,291.2,50.7,216.63206426507546
33,Male,69.3,218.9,60.5,283.1390111995106
24,Female,62.0,231.5,81.9,49.61332489280781
24,Male,60.5,223.6,45.2,114.44899694465312
19,Female,83.4,184.8,45.4,162.73037029420985
64,Male,44.5,295.8,85.4,252.66068664145087
31,Female,62.9,266.0,50.3,180.27814407375735
48,Male,91.8,211.7,33.9,184.72048552003073
58,Female,70.9,189.2,64.7,71.17779816399948
31,Female,83.6,192.4,45.2,228.28615472618498
22,Male,80.1,216.9,33.5,382.3161513149847
28,Female,72.7,198.2,51.8,86.65703978289426
57,Male,55.1,257.0,66.5,135.57201859652875
22,Male,59.1,224.0,26.8,310.0066840257599
46,Male,58.9,152.3,26.4,208.2082777546423
28,Male,80.8,142.7,48.4,257.46373942006807
22,Female,83.0,249.5,28.0,162.3896977590236
49,Male,64.5,142.2,24.5,272.94518957920076
53,Male,74.1,182.6,50.1,142.28280569705922
32,Male,75.1,178.0,72.1,0.0
36,Female,75.9,138.1,65.8,141.0329706200681
39,Male,65.9,215.5,47.9,325.0561112722464
51,Female,94.7,193.8,75.7,149.65016603626978
34,Female,83.1,168.1,84.7,64.37099864810664
29,Male,75.9,304.3,59.8,122.23822362090232
42,Female,68.8,78.5,42.7,410.6453485209606
34,Male,65.0,156.8,81.3,222.43391028113177
27,Female,79.8,171.2,80.4,0.0
45,Female,69.3,132.1,55.1,100.41887865772091
35,Male,76.6,312.9,74.5,190.06253995327322
35,Female,52.2,312.4,34.4,27.327937508977907
62,Male,68.6,165.8,8.7,164.98027583626754
49,Female,73.7,263.4,30.6,101.23997358628216
31,Male,86.6,229.8,54.1,237.21712611614157
33,Male,63.9,282.8,48.5,157.56937365245975
35,Male,57.2,194.6,69.2,107.28937815744493
33,Male,80.3,221.6,20.3,158.3819423908581
34,Female,74.2,270.1,20.7,238.4829154457541
24,Male,54.3,262.5,65.2,206.84494588830742
29,Male,54.9,207.6,21.3,184.05191674587257
51,Male,67.2,152.9,44.6,273.80212692866667
27,Male,74.0,161.8,50.5,183.64335762222197
22,Female,91.7,107.5,37.0,32.00158374031776
38,Male,62.0,239.4,61.6,314.94459153782657
20,Female,81.5,210.6,8.8,85.0172725644064
36,Male,51.5,214.5,86.6,143.3061753006614
62,Male,79.3,198.7,43.4,0.0
61,Male,93.1,142.8,46.6,345.2232189966235
52,Male,76.7,215.6,103.9,218.85326684769962
23,Male,67.0,230.3,22.8,222.3719062335474
31,Male,89.8,156.6,29.1,317.24642279953036
21,Female,79.2,198.6,78.1,251.31402434514771
62,Female,76.8,167.6,18.9,64.6139511794131
35,Male,62.8,189.2,59.9,193.3804366145869
46,Male,79.4,143.2,37.9,189.3759884929951
52,Male,66.8,186.6,17.7,182.99778012982804
55,Female,78.7,281.4,60.5,61.66769441100732
33,Male,75.6,174.9,61.1,427.27842748334206
37,Female,88.0,166.0,50.0,205.00499673674142
41,Female,68.1,169.1,91.4,188.6502365738188
52,Female,73.2,190.5,34.6,238.51955575478607
61,Female,84.6,289.6,67.3,186.30119425160893
36,Female,72.2,270.3,56.5,121.61338427504076
21,Male,74.7,192.8,69.4,129.5797448619775
50,Female,70.1,167.9,39.9,160.18393230664876
19,Female,73.0,112.0,22.3,12.524633839706473
30,Male,83.1,154.4,36.4,299.2461283316415
62,Male,97.0,101.3,48.7,0.0
47,Female,54.9,237.0,63.6,212.8595602998091
51,Male,59.8,266.8,50.3,245.45712330040342
47,Male,73.3,181.2,54.3,512.0363355823744
41,Male,75.6,219.2,84.5,248.77857989955862
61,Female,72.4,145.6,49.5,182.15771138302256
50,Female,68.4,103.0,39.4,194.22207403734035
58,Male,60.2,202.8,58.8,87.48225482809671
27,Male,67.7,219.2,15.7,60.31338892078789
35,Female,84.8,285.2,15.6,58.79776216465725
36,Female,76.1,303.2,47.3,154.77452449032089
24,Male,83.1,186.1,31.3,217.14059629236152
36,Female,60.6,245.6,37.8,132.86187905713425
41,Female,92.3,215.8,68.7,165.2497884429352
32,Male,68.3,200.1,60.5,92.16646244203679
58,Male,80.7,198.1,48.5,289.06431810191316
59,Female,73.5,192.8,51.7,203.6019626113763
40,Female,68.5,194.9,41.5,306.5010322501684
21,Female,80.2,282.8,67.0,163.62456543057561
55,Male,82.2,210.7,65.9,185.3336577971116
21,Male,107.3,287.1,69.8,528.7229912844775
22,Male,82.7,155.1,68.9,189.98043841672134
58,Male,82.5,58.4,51.1,241.84196479660008
61,Female,88.7,176.9,36.0,187.1754593780012
40,Male,81.4,158.2,46.7,308.44032778465214
57,Male,74.5,125.3,52.3,221.17027635423636
54,Female,78.9,265.0,36.5,453.0322671236774
28,Male,85.3,133.2,82.6,135.93089030447157
28,Female,91.7,229.1,82.7,245.43549030204315
30,Male,56.9,300.7,47.6,4.9356462106386525
31,Female,52.3,142.5,70.6,42.49349305986593
25,Female,91.2,188.5,61.2,0.0
42,Female,65.4,267.6,40.1,57.25152511657683
35,Male,55.1,179.2,58.2,0.0
61,Female,54.0,216.6,34.5,137.2271304968617
61,Male,96.6,232.0,32.4,78.88479063647628
35,Male,85.5,208.7,59.5,433.50144366541514
27,Male,65.5,177.6,59.8,268.90033059586835
24,Male,66.0,161.0,103.9,203.9984387345483
61,Male,75.7,145.3,46.9,234.1741882961142
31,Male,85.3,229.8,39.4,263.39322782748917
32,Female,71.5,167.1,68.5,281.3943064367838
33,Female,65.6,259.8,49.5,102.82044401976034
19,Male,88.6,279.5,37.0,119.41451494253268
47,Male,74.7,142.2,38.3,284.84106722917414
47,Male,72.7,236.9,46.4,412.23552352823975
35,Male,82.1,302.9,71.1,17.476336041443496
48,Male,49.4,157.2,58.6,265.7454636620969
61,Female,80.7,260.0,33.3,270.2529363942709
30,Female,79.9,228.1,86.7,176.6479778734294
37,Male,58.5,248.0,31.9,244.70288611558118
52,Male,51.7,162.2,35.3,260.2407649473113
40,Female,68.2,295.3,73.3,362.1627027874557
59,Male,77.2,166.5,80.0,278.04612192929676
50,Male,78.4,232.0,57.1,0.0
55,Male,95.4,196.8,24.2,203.62137324431225
52,Female,77.2,226.8,51.9,150.385202112373
53,Female,58.2,150.8,22.7,236.33810314538246
37,Male,72.0,138.6,99.7,229.32949767729414
20,Female,59.4,214.4,55.7,166.5584817432695
25,Female,72.9,181.6,66.0,163.42846191608817
57,Male,91.9,179.9,42.6,231.7596339546185
49,Female,80.5,227.2,86.1,131.82328205346883
46,Female,66.4,125.3,40.0,100.0617808339133
24,Female,82.1,260.3,32.8,112.05008455691696
19,Female,65.7,206.0,56.1,194.57061106696867
38,Female,41.8,238.1,67.6,223.36939356037257
23,Female,60.2,226.4,92.6,378.27511679517914
45,Male,80.5,229.1,82.3,24.384200160721086
59,Male,84.3,140.1,73.9,286.8305137715265
53,Male,95.6,258.2,36.3,390.5799384637967
49,Female,79.1,213.6,35.9,74.58993728187504
62,Male,91.2,176.3,32.4,317.4417438764089
59,Female,82.6,193.7,47.0,116.77093696462713
63,Female,86.2,218.1,11.7,85.44792437252968
26,Male,88.2,209.0,77.3,115.02141118050207
28,Female,80.8,229.9,29.5,138.65921671430814
40,Male,87.9,282.7,27.0,201.65445976741262
28,Female,66.6,148.2,41.9,197.4773968226314
19,Male,45.9,237.5,23.2,8.024002512432993
20,Male,82.8,194.6,62.9,334.6993120395625
28,Male,79.5,257.1,30.7,324.7733791962971
52,Male,64.5,281.3,60.0,263.40582155348386
32,Female,59.9,209.8,68.5,392.802650941997
60,Male,76.6,231.0,39.0,368.3877315091444
28,Female,83.6,260.8,35.7,84.52967678341294
48,Male,81.2,249.9,34.0,38.890084444841335
45,Male,62.8,262.8,28.4,116.14969128319787
45,Male,65.5,185.1,41.6,135.63079073602916
49,Female,83.0,174.2,51.3,0.0
42,Male,75.9,143.2,22.3,259.69969410328247
37,Male,87.7,190.2,37.2,26.689046802600817
45,Female,71.1,195.8,53.2,155.58934888877508
42,Male,83.9,192.8,50.7,312.5800785034478
28,Female,74.5,224.6,-3.3,235.0667535438423
36,Male,66.3,225.9,62.7,185.19923224274984
45,Male,86.1,196.7,74.8,110.15500253216427
18,Male,63.1,217.3,38.5,388.7540009894784
22,Female,75.9,241.3,15.3,251.63568481493837
27,Male,77.1,160.1,34.7,313.0336966411051
59,Male,73.6,246.7,34.1,116.6727235743148
63,Male,86.9,169.4,74.0,26.859110741257155
51,Female,81.9,272.0,28.1,260.6764843646485
53,Female,80.4,208.3,42.8,125.38990304099633
19,Female,75.8,203.2,83.6,271.07110762646005
35,Female,97.3,110.5,53.2,77.19129525833225
30,Female,92.6,232.9,53.9,262.9386828175938
22,Female,86.0,204.8,48.0,275.55004934079574
37,Male,84.1,208.7,69.6,184.968251169662
19,Male,67.8,195.3,58.1,219.93953110279097
28,Male,74.4,231.3,87.1,41.92997037349012
47,Male,82.6,241.3,89.3,52.70058478980431
49,Male,87.6,224.2,56.3,269.6092756257535
49,Female,85.7,265.9,49.3,85.68615639824174
55,Female,82.0,164.0,53.3,146.89613576396255
45,Female,99.0,170.4,38.7,150.14762476087031
27,Male,73.4,220.3,52.7,278.10329451488155
39,Female,87.2,233.1,21.2,201.06504934573928
34,Male,85.7,225.8,35.8,291.1447500727681
39,Female,80.3,135.6,65.7,176.52393230427913
60,Male,80.8,139.9,60.8,234.33384829759805
36,Female,80.5,190.8,47.5,127.0456649873092
34,Male,66.5,110.5,58.4,335.28910640190173
41,Female,79.8,213.0,80.1,333.76009537058934
53,Male,84.0,196.3,42.3,321.36975211882964
49,Female,78.9,154.3,21.3,170.50063542322212
63,Male,52.9,172.4,62.5,155.79153378040044
53,Male,56.0,205.5,60.7,220.2789579452852
45,Male,65.2,125.3,65.2,162.23505863235232
31,Male,73.7,169.8,26.1,110.18583725865204
53,Female,65.8,186.8,20.0,112.99757271732817
23,Female,82.8,185.0,55.3,315.6410116156375
26,Female,89.3,186.4,53.9,125.47663771888438
38,Male,91.0,268.0,42.9,445.893912512914
29,Female,79.0,247.4,78.9,52.719671789185945
47,Male,88.0,167.8,49.8,214.44563313402318
48,Female,68.2,148.1,74.6,241.36339647321373
57,Male,73.2,179.3,67.6,317.80692024904164
21,Female,61.0,261.4,28.2,35.222641438730804
48,Male,89.5,93.6,32.3,34.70917220814149
44,Male,98.6,204.2,24.4,272.4964885691198
42,Female,70.8,184.6,58.6,91.96821274591053
22,Female,49.0,259.9,52.0,229.82961367473786
23,Female,63.5,249.1,77.0,250.42867226347406
22,Male,67.2,126.6,61.9,112.03567615341696
44,Male,59.1,259.8,24.0,142.51061844912232
25,Male,62.6,83.3,40.8,0.0
26,Female,77.5,230.6,7.8,209.40371786065677
32,Male,82.9,235.1,55.9,440.52503441616034
53,Female,50.2,284.3,105.8,21.178251777572484
58,Male,68.6,211.4,52.6,395.2896563162066
24,Female,75.5,166.8,54.0,281.4053079426013
49,Male,62.2,149.6,49.7,277.81581242295556
25,Male,77.8,273.0,57.1,132.3397112462628
64,Female,73.6,284.9,46.9,125.7933798033672
32,Male,69.6,177.6,62.4,259.27332597824636
54,Male,64.6,201.1,34.6,272.3722377192367
36,Female,78.3,268.2,35.4,124.80691150925333
56,Male,65.8,238.5,24.2,239.45012096345894
23,Female,54.2,190.7,49.3,109.64448124257552
36,Female,75.3,162.0,27.9,142.0119147090653
45,Male,60.1,157.9,79.1,177.49622895084607
34,Male,55.2,247.7,41.4,350.1092543517123
59,Male,76.6,181.6,10.6,9.39382937929726
36,Female,73.0,179.7,27.3,174.31408561650872
48,Male,64.6,230.6,52.7,225.0639015829884
28,Female,77.7,204.0,63.0,0.0
32,Male,80.1,219.5,57.1,347.0387446134814
27,Male,77.9,183.8,33.6,359.62142851910716
60,Female,77.4,181.7,38.6,94.89586043047927
40,Male,55.7,163.3,36.2,275.8969377105914
20,Male,90.5,235.4,61.3,242.5110782789037
20,Male,81.7,204.3,52.3,525.6462024561663
35,Male,63.6,214.7,41.1,248.88804035581688
42,Male,74.9,149.0,36.8,237.65479978752822
60,Female,77.1,234.8,39.5,217.06359926265225
37,Male,74.5,215.6,50.2,399.5029376998927
46,Female,96.5,236.5,76.8,386.6121383616574
39,Male,51.7,217.3,53.7,126.00462677230765
32,Male,57.3,214.3,43.3,266.7311539381163
56,Female,47.4,109.0,41.7,92.21862148445496
27,Male,76.0,256.9,84.0,531.4950604948002
38,Male,81.5,134.0,66.5,226.4321680322408
46,Female,79.3,251.9,69.6,252.93859860598977
49,Female,71.5,196.4,64.9,110.99506564300623
27,Male,79.9,119.7,49.0,257.6257950628377
30,Female,71.4,195.7,74.0,0.0
64,Female,83.9,125.0,20.6,249.60759245334546
40,Female,88.3,255.4,81.0,285.78619509998606
40,Female,63.8,174.2,64.8,99.17329231385847
48,Male,71.5,147.9,59.7,0.0
21,Male,73.5,233.0,34.9,411.5100163119163
20,Female,92.1,197.9,68.6,245.1397200554703
38,Male,65.2,226.0,72.9,280.1476265465124
19,Female,88.2,194.3,35.9,125.09786835429102
21,Male,57.4,257.8,36.5,161.55806132028027
18,Male,89.9,179.9,29.3,411.32264275905356
32,Female,85.2,121.2,61.0,120.96605834625892
50,Female,73.1,145.3,48.0,154.1170571968611
23,Male,86.0,221.8,92.4,193.5433303935368
24,Male,69.0,167.1,19.3,245.80735136087813
36,Male,63.9,264.2,32.6,187.58020576314146
61,Female,95.5,141.5,50.2,123.27578465619486
18,Male,68.5,250.9,63.3,456.074654445747
56,Female,83.1,178.3,62.4,168.7699131066879
36,Female,88.3,265.4,51.7,184.65217552910224
62,Female,84.7,225.3,57.0,205.61338883758012
43,Male,82.2,209.6,52.4,55.824324137401796
61,Female,83.2,233.2,71.0,211.85248249723793
29,Male,87.7,261.3,38.9,225.74673526228915
39,Female,78.8,197.5,41.1,79.64373901442619
30,Male,74.5,106.2,63.8,189.73446309680207
45,Male,58.6,260.0,81.4,269.83606014395144
31,Female,78.8,186.4,37.3,136.4426727466909
39,Female,87.3,328.0,54.8,208.73722381687105
47,Male,61.8,169.9,42.4,96.40044682185737
61,Male,72.3,181.0,61.1,55.345591990729936
37,Female,80.1,237.2,17.2,62.40116170687706
61,Female,93.1,238.1,43.1,116.07664932200791
44,Male,61.1,221.1,38.5,196.48054694982613
55,Male,84.5,172.0,43.2,144.5622150775473
59,Female,70.7,142.0,-0.8,25.153030082700504
58,Male,66.9,166.1,90.5,20.87404902413004
51,Female,64.0,124.2,0.1,22.91384302193668
56,Female,67.1,303.2,59.5,124.3558458094908
58,Female,81.0,148.8,24.1,66.78279301838032
61,Female,72.3,185.3,25.1,96.25883119591624
54,Male,83.6,234.6,52.8,361.71038574163777
18,Female,61.5,200.3,63.8,35.092786320572294
32,Female,83.4,170.4,28.5,169.65408071487295
49,Male,80.2,192.6,27.8,44.6340440173217
25,Male,56.9,169.6,24.1,23.919655373042037
50,Female,93.1,187.3,54.3,159.40206563644938
35,Female,79.1,219.5,29.1,201.993724159922
62,Female,84.2,148.2,75.8,196.50496602919785
46,Female,88.9,254.0,26.9,238.33269419570703
49,Female,86.6,203.6,60.8,125.55353763139169
50,Female,73.5,170.8,80.9,161.16472237663416
22,Male,83.7,184.2,51.4,142.31690576311502
35,Male,53.3,258.4,14.2,351.2430118800428
27,Female,79.7,240.9,58.0,58.72997232286463
53,Male,95.8,212.0,45.1,248.8423969798499
50,Male,66.7,170.0,49.2,54.81115637201593
40,Female,86.0,228.4,81.7,174.00482993747158
57,Male,96.3,200.7,51.0,0.0
22,Male,83.3,287.3,60.3,252.24992799496374
51,Female,87.3,198.1,36.8,314.20412501176656
41,Female,56.2,284.2,44.4,85.322526475604
34,Female,63.8,209.7,72.5,128.50353524052952
48,Male,92.2,148.2,52.7,338.7180133850552
24,Female,86.5,364.8,55.7,148.1928896760023
34,Male,81.0,127.7,70.0,326.7906069195436
45,Female,71.8,101.2,82.6,175.88665695925053
55,Female,78.4,96.3,26.9,248.0882476731795
39,Female,95.9,337.0,40.2,0.0
32,Female,73.8,306.2,79.2,155.5664163048135
54,Male,83.4,207.2,89.8,57.31964111107363
32,Male,83.1,221.7,44.8,135.21262773512058
42,Female,67.0,212.5,55.4,165.28858568890914
38,Male,67.9,111.5,57.0,177.36562002853583
55,Female,93.3,272.9,54.7,67.29582089576249
19,Female,81.8,266.4,55.0,261.99110410667885
44,Male,66.8,138.4,77.3,312.2324173175875
49,Male,71.3,216.3,14.0,15.59913911236207
38,Female,63.2,196.3,36.9,210.2895912535429
21,Female,87.8,189.4,62.8,146.74783713115576
61,Female,72.0,166.0,40.1,163.47851974625834
36,Male,72.1,194.4,55.7,436.37577754874155
19,Female,85.1,173.7,71.7,154.57101645165028
43,Female,54.8,253.2,82.0,191.03455986088778
51,Female,74.6,198.6,55.5,183.5744041431205
31,Female,74.9,165.4,79.8,183.28359306372934
32,Female,71.6,198.7,52.8,59.10338339077268
37,Female,68.4,192.9,43.9,363.88028303636884
51,Male,66.5,190.8,19.1,0.0
53,Female,78.4,233.9,29.9,70.5193391012554
36,Female,62.9,186.2,50.1,102.61039489641959
26,Male,76.9,171.4,50.5,332.23627596159815
24,Male,68.4,132.0,54.6,11.815692560189214
47,Female,69.2,199.6,86.7,130.0744960143219
30,Male,77.4,262.3,65.0,279.04866148666304
44,Female,69.0,193.8,66.1,27.641061820589574
61,Male,90.2,174.9,86.6,193.80298681947443
52,Male,73.3,162.1,42.9,192.6212308019063
30,Female,87.6,113.8,39.8,75.51845793401083
32,Male,65.9,258.8,74.4,186.34990124181994
63,Female,65.6,224.2,59.7,105.84110340111935
26,Male,55.0,238.5,49.1,323.97810126469085
62,Female,69.1,212.6,48.8,217.21640148707928
40,Male,72.2,159.7,46.6,179.92285688352993
53,Female,75.9,184.2,48.0,129.31165779209695
57,Female,83.4,175.0,49.9,100.18457939802934
20,Female,82.5,179.2,44.1,270.28220634506033
51,Female,88.6,179.5,61.1,196.33271601733188
36,Male,64.4,255.2,64.9,187.89148364889022
45,Female,75.4,301.1,38.7,160.33406385228713
40,Male,63.0,156.4,68.1,465.4608095258358
57,Male,80.0,191.5,24.6,114.74239898790705
62,Female,96.7,210.8,60.1,253.2492831298168
24,Female,60.6,151.0,61.1,155.44812952383606
58,Male,83.3,202.6,48.3,191.32176011720003
29,Male,87.6,217.6,51.1,101.42254863807324
31,Male,64.3,196.1,45.3,322.47224983344705
63,Female,80.2,231.4,39.8,189.36366579755315
32,Female,70.7,200.0,50.0,237.96220307801934
20,Male,73.5,56.7,39.1,376.1142535022985
32,Male,70.3,152.0,72.8,247.99088639220145
41,Male,72.3,271.6,7.9,102.3867690404143
63,Female,88.9,226.0,47.3,300.6886547073827
25,Male,74.1,57.4,12.0,122.2144155805139
22,Male,67.8,124.5,28.7,325.18229932368047
21,Male,75.8,236.1,38.5,0.0
31,Male,49.5,171.2,76.8,387.41684517511595
33,Female,65.2,64.9,73.1,0.0
37,Male,90.0,253.0,51.5,160.3228167230635
41,Female,73.3,236.2,51.3,46.342560704857654
23,Female,69.3,158.5,70.7,317.0192552483873
48,Male,77.1,262.3,72.6,111.07027385395833
23,Female,83.8,160.4,38.5,169.3635616012795
52,Male,90.9,168.9,63.5,258.08458555448925
32,Male,69.6,175.7,30.9,7.838800076243418
46,Male,69.9,105.2,42.2,356.37622368035227
20,Male,72.3,220.6,61.9,184.90398721309526
28,Male,87.3,226.0,36.8,402.4220913248815
20,Female,75.7,177.1,42.9,202.41173624898516
45,Female,101.0,235.3,16.8,60.91285934918113
27,Male,73.1,120.4,59.0,160.20377254085986
50,Female,96.2,234.3,32.3,107.55913054922267
33,Male,64.3,216.3,33.6,329.21321928812563
27,Female,58.3,165.5,77.1,191.35216132999358
50,Female,73.8,220.7,36.3,67.73266251869993
53,Male,88.7,155.9,65.0,315.0054817847421
20,Female,69.3,255.3,72.0,203.64737469716016
22,Female,67.6,226.4,68.3,181.7419535571944
29,Female,87.3,218.2,45.0,199.5402946359661
61,Male,83.5,176.9,41.5,333.0609179350842
30,Female,65.5,238.8,31.7,56.003957568219036
41,Female,64.8,260.2,14.8,145.27131191206698
61,Female,85.0,280.3,65.4,275.6505109575431
49,Female,55.4,172.7,63.5,236.5414228404132
33,Female,88.0,240.9,59.5,280.09750057094936
49,Female,83.3,269.8,-6.8,66.58740476811398
62,Female,47.6,187.8,46.5,388.1044593269295
54,Female,75.2,270.3,62.6,334.9404417055888
53,Female,51.3,207.9,75.7,55.54737120103392
38,Male,60.5,149.1,56.0,173.46927746106576
64,Female,69.0,164.5,53.9,182.7089583111624
29,Female,59.8,127.8,36.4,75.63821191609416
38,Female,101.6,198.1,57.6,189.04804412831928
38,Female,85.4,192.0,45.3,179.64216364703535
60,Female,91.4,209.4,35.4,285.4533177024436
23,Male,73.3,268.1,26.9,283.2755240401282
26,Male,75.4,199.2,31.1,0.0
18,Male,94.0,186.6,56.5,323.5936388459683
29,Male,80.2,190.0,22.2,376.5913445161164
31,Female,82.3,107.3,44.1,126.87854824803578
23,Female,64.1,234.2,76.2,132.6812331536202
18,Female,64.0,192.5,21.3,143.83424954083867
39,Male,78.1,204.0,59.0,118.5999834987809
51,Male,79.5,190.0,60.9,497.48024639460203
28,Male,63.0,206.4,44.2,88.97390385190423
20,Male,79.3,134.4,62.4,304.6185932781456
59,Female,60.3,199.9,46.2,235.0636318185704
23,Female,75.2,169.8,65.9,85.8294609813657
23,Male,57.8,201.7,28.6,83.48246593485618
37,Female,90.9,149.3,87.8,139.04896012014885
38,Male,71.3,223.9,78.7,274.477795784367
19,Male,66.7,201.1,5.4,256.0738068895767
43,Male,61.3,135.2,73.4,416.2868474889488
48,Male,60.1,247.3,38.5,136.12392811310357
43,Female,80.2,174.3,78.7,93.84138256494936
49,Female,87.0,182.1,70.2,202.66488969183698
27,Male,85.8,239.9,28.3,0.0
40,Male,91.8,253.7,61.5,124.02515502000716
23,Female,96.0,176.7,36.0,134.01078987388865
40,Female,86.5,205.6,60.8,145.9387862585118
45,Male,69.0,234.1,50.9,131.0782645845569
47,Male,77.0,263.2,35.4,0.0
